Company,"Specific Bean Origin
or Bar Name",REF,"Review
Date","Cocoa
Percent","Company
Location",Rating,"Bean
Type","Bean
Origin",Flavour Rating
Holy Cacao,Sambirano,1466,2015,70%,Israel,3,Trinitario,Madagascar,Satisfactory
Holy Cacao,Gran Couva,1466,2015,70%,Israel,3,Trinitario,Trinidad,Satisfactory
Holy Cacao,Mara,1466,2015,70%,Israel,3, ,Venezuela,Satisfactory
Holy Cacao,Ivory Coast,431,2009,70%,Israel,2, ,Ivory Coast,Dissapointing
Holy Cacao,Hispaniola,431,2009,70%,Israel,3, ,Dominican Republic,Satisfactory
Holy Cacao,San Martin,431,2009,70%,Israel,3, ,Peru,Satisfactory
Holy Cacao,Hispaniola w/ nibs,431,2009,75%,Israel,3.75, ,Dominican Republic,Praiseworthy
Honest,"Ecuador, w/ nibs",1327,2014,72%,South Africa,2, ,Ecuador,Dissapointing
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,70%,U.K.,3, ,St. Lucia,Satisfactory
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,70%,U.K.,4,Trinitario,St. Lucia,Premium
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,100%,U.K.,2,Trinitario,St. Lucia,Dissapointing
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,75%,U.K.,3,Trinitario,Trinidad,Satisfactory
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,80%,U.K.,3,Trinitario,Vietnam,Satisfactory
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,90%,U.K.,3,Forastero (Nacional),Ecuador,Satisfactory
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,72%,U.K.,3,Trinitario,Madagascar,Satisfactory
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,82%,U.K.,3,Forastero (Nacional),Ecuador,Satisfactory
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,100%,U.K.,3, ,Peru,Satisfactory
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,100%,U.K.,2,Forastero (Nacional),Ecuador,Dissapointing
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,100%,U.K.,3, ,Dominican Republic,Satisfactory
Hotel Chocolat (Coppeneur),Sambirano,809,2012,66%,U.K.,3,"Trinitario, Criollo",Madagascar,Satisfactory
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,80%,U.K.,3,Forastero (Nacional),Ecuador,Satisfactory
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,65%,U.K.,3,Trinitario,St. Lucia,Satisfactory
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,65%,U.K.,3,Trinitario,St. Lucia,Satisfactory
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70%,U.K.,3, ,Ecuador,Satisfactory
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,70%,U.K.,3, ,Dominican Republic,Satisfactory
Hotel Chocolat (Coppeneur),Chuao,600,2010,70%,U.K.,3,Trinitario,Venezuela,Satisfactory
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,72%,U.K.,3, ,St. Lucia,Satisfactory
Hotel Chocolat (Coppeneur),Uganda,296,2008,80%,U.K.,2,Forastero,Uganda,Dissapointing
Hotel Chocolat (Coppeneur),Tanzania,296,2008,75%,U.K.,3, ,Tanzania,Satisfactory
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,72%,U.K.,3,Forastero,Sao Tome,Satisfactory
Hummingbird,Lam Dong,1542,2015,70%,Canada,3,Trinitario,Vietnam,Satisfactory
Hummingbird,Bolivia,1307,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia,Satisfactory
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,70%,Canada,3,"Criollo, Trinitario",Bolivia,Satisfactory
Hummingbird,Momotombo,1311,2014,70%,Canada,3,Trinitario,Nicaragua,Satisfactory
Hummingbird,Hispaniola,1311,2014,70%,Canada,3.75,Trinitario,Dominican Republic,Praiseworthy
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,70%,Canada,3, ,Dominican Republic,Satisfactory
Hummingbird,"Ocumare, Cumboto",1097,2013,70%,Canada,3,"Trinitario, Criollo",Venezuela,Satisfactory
Hummingbird,Amazonas,1097,2013,70%,Canada,3.75,Forastero,Venezuela,Praiseworthy
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,72%,Switzerland,3.75,Trinitario,Venezuela,Praiseworthy
Idilio (Felchlin),Coopertiva Amazona,725,2011,72%,Switzerland,3.75,Criollo,Venezuela,Praiseworthy
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,72%,Switzerland,3.75, ,Venezuela,Praiseworthy
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,72%,Switzerland,3,Criollo,Venezuela,Satisfactory
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,72%,Switzerland,3.75,Criollo,Venezuela,Praiseworthy
Idilio (Felchlin),"Porcelana, Zulia",733,2011,74%,Switzerland,4,Criollo,Venezuela,Premium
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,72%,Switzerland,3,Criollo,Venezuela,Satisfactory
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,70%,Switzerland,4,Trinitario,Venezuela,Premium
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,72%,Switzerland,4,Criollo,Venezuela,Premium
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,72%,Switzerland,4, ,Venezuela,Premium
Indah,India (south),1788,2016,61%,India,2, ,India,Dissapointing
Indaphoria,La Red,821,2012,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Indaphoria,"Conacado, Manifesto",907,2012,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Indi,Honduras,1255,2014,77%,U.S.A.,3, ,Honduras,Satisfactory
iQ Chocolate,"Satipo region, white label",943,2012,72%,Scotland,3,Criollo,Peru,Satisfactory
iQ Chocolate,black label,943,2012,72%,Scotland,3, ,Peru,Satisfactory
Isidro,Madagascar,1275,2014,72%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Isidro,Peru,1279,2014,72%,U.S.A.,2, ,Peru,Dissapointing
Isidro,Belize,1279,2014,72%,U.S.A.,3,Trinitario,Belize,Satisfactory
Isidro,Dominican Republic,1279,2014,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,70%,U.S.A.,3,Trinitario,Belize,Satisfactory
Izard,"Elvesia P., Batch 32",1546,2015,70%,U.S.A.,3, ,Dominican Republic,Satisfactory
Jacque Torres,Trinatario Treasure,5,2006,71%,U.S.A.,2,Trinitario,Ghana,Dissapointing
Jordis,Madagascar,1534,2015,63%,Czech Republic,3,Trinitario,Madagascar,Satisfactory
Just Good Chocolate,Belize,1375,2014,70%,U.S.A.,3,Trinitario,Belize,Satisfactory
Just Good Chocolate,Madagascar,1375,2014,70%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Just Good Chocolate,Peru,1375,2014,70%,U.S.A.,4, ,Peru,Premium
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,70%,Domincan Republic,3, ,Dominican Republic,Satisfactory
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,82%,Domincan Republic,3, ,Dominican Republic,Satisfactory
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,55%,Domincan Republic,3, ,Dominican Republic,Satisfactory
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,62%,Domincan Republic,3, ,Dominican Republic,Satisfactory
Kakao,Peru,837,2012,64%,Germany,2, ,Peru,Dissapointing
Kakao,Vanuatu,387,2009,65%,Germany,3.75,Trinitario,Vanuatu,Praiseworthy
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,70%,Ecuador,3, ,Ecuador,Satisfactory
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,70%,Ecuador,3, ,Ecuador,Satisfactory
Kallari (Ecuatoriana),Roberto,245,2008,75%,Ecuador,3, ,Ecuador,Satisfactory
Kallari (Ecuatoriana),Diego/ original micro,248,2008,85%,Ecuador,2, ,Ecuador,Dissapointing
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,85%,Ecuador,3, ,Ecuador,Satisfactory
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,85%,Ecuador,3, ,Ecuador,Satisfactory
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,75%,Ecuador,2, ,Ecuador,Dissapointing
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,85%,Ecuador,3, ,Ecuador,Satisfactory
Kaoka (Cemoi),Noir,404,2009,70%,France,3, ,Unspecified,Satisfactory
Kaoka (Cemoi),Ecuador,423,2009,80%,France,3, ,Ecuador,Satisfactory
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,70%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Ki' Xocolatl,Dark,431,2009,72%,Mexico,2, ,Mexico,Dissapointing
Kiskadee,"La Red, Guanconjeco",1251,2014,60%,U.S.A.,3,Trinitario,Dominican Republic,Satisfactory
Kto,San Martin,1422,2014,72%,U.S.A.,2, ,Peru,Dissapointing
Kto,Ocumare,1422,2014,72%,U.S.A.,3, ,Venezuela,Satisfactory
Kto,Belize,1422,2014,72%,U.S.A.,3,Trinitario,Belize,Satisfactory
Kto,Sambirano Valley,1422,2014,72%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
Kto,Belize,1426,2014,90%,U.S.A.,3,Trinitario,Belize,Satisfactory
Kto,Elvesia,1426,2014,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
Kto,ROIG,1426,2014,72%,U.S.A.,3, ,Dominican Republic,Satisfactory
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,70%,U.S.A.,3, ,Haiti,Satisfactory
K'ul,"Maranon, Fortunato No. 4",1852,2016,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,70%,U.S.A.,3.75, ,Ecuador,Praiseworthy
K'ul,"Bahia, Fazenda Camboa",1852,2016,70%,U.S.A.,3.75,Forastero,Brazil,Praiseworthy
Kyya,Uganda,1359,2014,72.50%,U.S.A.,2,Forastero,Uganda,Dissapointing
Kyya,Hispaniola,1359,2014,72.50%,U.S.A.,3, ,Dominican Republic,Satisfactory
Kyya,Ecuador,1363,2014,72.50%,U.S.A.,2, ,Ecuador,Dissapointing
Kyya,Madagascar,1363,2014,72.50%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
L.A. Burdick (Felchlin),Peru,891,2012,74%,U.S.A.,3, ,Peru,Satisfactory
L.A. Burdick (Felchlin),Brazil,891,2012,70%,U.S.A.,4, ,Brazil,Premium
L.A. Burdick (Felchlin),Chuao,927,2012,68%,U.S.A.,3.75,Trinitario,Venezuela,Praiseworthy
L.A. Burdick (Felchlin),Quito,682,2011,74%,U.S.A.,3.75, ,Ecuador,Praiseworthy
L.A. Burdick (Felchlin),Grenada,576,2010,75%,U.S.A.,3,Trinitario,Grenada,Satisfactory
L.A. Burdick (Felchlin),Dominican Republic,576,2010,74%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
L.A. Burdick (Felchlin),Venzuela,597,2010,71%,U.S.A.,3, ,Venezuela,Satisfactory
L.A. Burdick (Felchlin),Madagascar,431,2009,64%,U.S.A.,3,Trinitario,Madagascar,Satisfactory
L.A. Burdick (Felchlin),Bolivian,451,2009,68%,U.S.A.,3, ,Bolivia,Satisfactory
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70%,Japan,2,"Trinitario, Criollo",Peru,Dissapointing
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70%,Japan,2,"Trinitario, Criollo",Peru,Dissapointing
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",1892,2016,70%,Japan,3,Criollo,Peru,Satisfactory
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70%,Japan,3,"Trinitario, Criollo",Belize,Satisfactory
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,74%,France,3, ,"Africa, Carribean, C. Am.",Satisfactory
La Maison du Chocolat (Valrhona),Tobago,1145,2013,60%,France,3, ,Tobago,Satisfactory
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,56%,France,3, ,Ecuador,Satisfactory
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,66%,France,3, ,Dominican Republic,Satisfactory
La Maison du Chocolat (Valrhona),Grenada,741,2011,68%,France,3,Trinitario,Grenada,Satisfactory
La Maison du Chocolat (Valrhona),Akosombo,346,2009,68%,France,3,Forastero,Ghana,Satisfactory
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,69%,France,3,Criollo (Porcelana),Venezuela,Satisfactory
La Maison du Chocolat (Valrhona),Kuruba,439,2009,60%,France,3, ,Unspecified,Satisfactory
La Maison du Chocolat (Valrhona),Orinoco,445,2009,60%,France,3.75, ,Unspecified,Praiseworthy
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,74%,France,3,Blend,"Ven., Indonesia, Ecuad.",Satisfactory
La Oroquidea,Peruvian Amazon,721,2011,72%,Peru,2, ,Peru,Dissapointing
La Pepa de Oro,Vinces,713,2011,60%,Ecuador,3, ,Ecuador,Satisfactory
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75%,France,3,Trinitario,Madagascar,Satisfactory
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,75%,France,3,Trinitario,Vietnam,Satisfactory
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,75%,France,3, ,Cuba,Satisfactory
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,75%,France,3, ,Peru,Satisfactory
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,75%,France,3, ,Ivory Coast,Satisfactory
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,75%,France,3,Forastero,Sao Tome,Satisfactory
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,75%,France,3, ,Brazil,Satisfactory
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,75%,France,3.75,Trinitario,Vietnam,Praiseworthy
Laia aka Chat-Noir,Cuba,1434,2014,70%,France,3, ,Cuba,Satisfactory
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,68%,France,3, ,Trinidad-Tobago,Satisfactory
Lajedo do Ouro,Catongo,927,2012,70%,Brazil,3,Forastero (Catongo),Brazil,Satisfactory
Lake Champlain (Callebaut),Tanzania,327,2009,75%,U.S.A.,2, ,Tanzania,Dissapointing
L'Amourette,Rugoso,1784,2016,80%,U.S.A.,3,Trinitario,Nicaragua,Satisfactory
L'Amourette,Carenero Superior,833,2012,75%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
L'Amourette,Rio Caribe,833,2012,75%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
L'Amourette,Blend,853,2012,72%,U.S.A.,3,Criollo,"Peru, Ecuador, Venezuela",Satisfactory
Letterpress,"La Masica, Batch 7, FHIA",1952,2017,70%,U.S.A.,3, ,Honduras,Satisfactory
Letterpress,"Maya Mtn, Batch 18, Heirloom",1952,2017,70%,U.S.A.,3, ,Belize,Satisfactory
Letterpress,Liberia,1728,2016,70%,U.S.A.,3, ,Liberia,Satisfactory
Letterpress,Beniamo,1562,2015,70%,U.S.A.,3, ,Bolivia,Satisfactory
Letterpress,"San Juan Estate, Gran Couva",1562,2015,70%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Letterpress,San Andres,1566,2015,70%,U.S.A.,3, ,Costa Rica,Satisfactory
Letterpress,"La Red, Guaconejo",1566,2015,70%,U.S.A.,3, ,Domincan Republic,Satisfactory
Letterpress,Kokoa Kamili,1566,2015,70%,U.S.A.,3, ,Tanzania,Satisfactory
Letterpress,Maranura,1371,2014,70%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Levy,Sambirano,1231,2014,71%,Finland,3,Criollo,Madagascar,Satisfactory
Lilla,Madagascar,1856,2016,70%,Finland,3,Trinitario,Madagascar,Satisfactory
Lillie Belle,Perfect Illusion,855,2012,65%,U.S.A.,3,Criollo,Peru,Satisfactory
Lillie Belle,"Bolivia, Wild Thing",903,2012,68%,U.S.A.,3,Criollo,Bolivia,Satisfactory
Lillie Belle,La Selva,903,2012,68%,U.S.A.,3.75, ,Peru,Praiseworthy
Lillie Belle,Purple Haze,947,2012,75%,U.S.A.,3, ,"Venezuela, Dom. Rep.",Satisfactory
Lillie Belle,"The Other One, Grand Cru",947,2012,74%,U.S.A.,3, ,Dominican Republic,Satisfactory
Lillie Belle,Wild Thing,947,2012,68%,U.S.A.,3,Criollo,Bolivia,Satisfactory
Lindt & Sprungli,Excellence (US Version),157,2007,85%,Switzerland,3, ,Unspecified,Satisfactory
Loiza,Puerto Rico,1049,2013,65%,Puerto Rico,2, ,Puerto Rico,Dissapointing
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70%,U.S.A.,3.75, ,Hawaii,Praiseworthy
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,65%,U.S.A.,3, ,Hawaii,Satisfactory
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75, ,Hawaii,Praiseworthy
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3, ,Hawaii,Satisfactory
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3, ,Hawaii,Satisfactory
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3, ,Hawaii,Satisfactory
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2, ,Nicaragua,Dissapointing
Luker,Selva,552,2010,46%,Colombia,3, ,"Colombia, Ecuador",Satisfactory
Luker,Macondo,552,2010,60%,Colombia,3, ,"Colombia, Ecuador",Satisfactory
Luker,Misterio,552,2010,58%,Colombia,3, ,"Colombia, Ecuador",Satisfactory
Luker,Santander,552,2010,65%,Colombia,3, ,Colombia,Satisfactory
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1, ,Peru,Unpleasant
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2, ,Peru,Dissapointing
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar,Praiseworthy
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4,Trinitario,Madagascar,Premium
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3, ,Solomon Islands,Satisfactory
Madre,Puerto Rico,1085,2013,70%,U.S.A.,3, ,Puerto Rico,Satisfactory
Madre,Brazil,1085,2013,70%,U.S.A.,3, ,Brazil,Satisfactory
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,3, ,Hawaii,Satisfactory
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,3, ,Mexico,Satisfactory
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3, ,Hawaii,Satisfactory
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3,Criollo,Hawaii,Satisfactory
Madre,Kaua'i,995,2012,70%,U.S.A.,3, ,Hawaii,Satisfactory
Madre,Dominican,672,2011,70%,U.S.A.,2, ,Dominican Republic,Dissapointing
Madre,Upala,693,2011,70%,U.S.A.,3, ,Costa Rica,Satisfactory
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,3, ,Mexico,Satisfactory
Maglio,Africa,300,2008,75%,Italy,2, ,Tanzania,Dissapointing
Maglio,Ecuador,308,2008,70%,Italy,3,Forastero (Nacional),Ecuador,Satisfactory
Maglio,Cuba,308,2008,70%,Italy,3,Criollo,Cuba,Satisfactory
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,Praiseworthy
Majani,Ecuador,531,2010,70%,Italy,2, ,Ecuador,Dissapointing
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3,Trinitario,Madagascar,Satisfactory
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3,Trinitario,Philippines,Satisfactory
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3, ,Hawaii,Satisfactory
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,3,Blend,Hawaii,Satisfactory
Malmo,Chuao,1856,2016,70%,Sweden,3, ,Venezuela,Satisfactory
Mana,Ecuador,1446,2015,74%,U.S.A.,2, ,Ecuador,Dissapointing
Mana,Peru,1219,2014,74%,U.S.A.,2, ,Peru,Dissapointing
Mana,Venezuela,1219,2014,74%,U.S.A.,3, ,Venezuela,Satisfactory
Mana,Conacado,821,2012,74%,U.S.A.,3.75, ,Dominican Republic,Praiseworthy
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,3, ,Colombia,Satisfactory
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3, ,Papua New Guinea,Satisfactory
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75, ,Costa Rica,Praiseworthy
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75, ,Hawaii,Praiseworthy
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3, ,Liberia,Satisfactory
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,3, ,Hawaii,Satisfactory
Manoa,Piura,1007,2012,72%,U.S.A.,3, ,Peru,Satisfactory
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3, ,Hawaii,Satisfactory
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75, ,Nicaragua,Praiseworthy
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3, ,Peru,Satisfactory
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela,Praiseworthy
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3, ,Colombia,Satisfactory
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3, ,Dominican Republic,Satisfactory
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3,Forastero,Ghana,Satisfactory
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3, ,Ecuador,Satisfactory
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3,Trinitario,Vietnam,Satisfactory
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3,"Criollo, Trinitario",Dominican Republic,Satisfactory
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3,Forastero (Nacional),Peru,Satisfactory
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3,Trinitario,Ecuador,Satisfactory
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,3,Trinitario,Trinidad,Satisfactory
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3, ,Nicaragua,Satisfactory
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3,Criollo,Peru,Satisfactory
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,3, ,Colombia,Satisfactory
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3, ,Tanzania,Satisfactory
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3, ,Honduras,Satisfactory
Marana,Piura,1872,2016,70%,Peru,3, ,Peru,Satisfactory
Marana,Cusco,1884,2016,70%,Peru,3, ,Peru,Satisfactory
Marana,San Martin,1884,2016,70%,Peru,3, ,Peru,Satisfactory
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3, ,Unspecified,Satisfactory
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,Ben Tre,1650,2015,68%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam,Praiseworthy
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,Ba Ria,845,2012,76%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,Dong Nai,845,2012,72%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,Ben Tre,849,2012,78%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,Tien Giang,895,2012,80%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Marou,Lam Dong,955,2012,74%,Vietnam,3,Trinitario,Vietnam,Satisfactory
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3, ,Costa Rica,Satisfactory
Mars,Ivory Coast,544,2010,65%,U.S.A.,3, ,Ivory Coast,Satisfactory
Mars,Nigeria,544,2010,65%,U.S.A.,3, ,Nigeria,Satisfactory
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3,Forastero,Ghana,Satisfactory
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2, ,Dominican Republic,Dissapointing
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2, ,Dominican Republic,Dissapointing
Martin Mayer,Alto Beni,1836,2016,76%,Austria,3, ,Bolivia,Satisfactory
Martin Mayer,Pisa,1836,2016,82%,Austria,3, ,Haiti,Satisfactory
Martin Mayer,Tumaco,1836,2016,74%,Austria,3, ,Colombia,Satisfactory
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3, ,Guatemala,Satisfactory
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3, ,Tanzania,Satisfactory
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize",Praiseworthy
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3,Blend,"Peru, Mad., Dom. Rep.",Satisfactory
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2,Trinitario,Unspecified,Dissapointing
Mast Brothers,Chuao,999,2012,73%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3, ,Unspecified,Satisfactory
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,3,Trinitario,Venezuela,Satisfactory
Mast Brothers,Moho River,773,2011,70%,U.S.A.,3,Trinitario,Belize,Satisfactory
